County_Name,State_FIPS,County_FIPS,Year,Tree_Loss_Hectares,Carbon_Emissions_Mg_CO2e,Tree_Cover_Extent_Ha
Barbour,54,001,2010,236.53179,89065.43117,46993.52
Barbour,54,001,2011,102.36158,39544.05766,46993.52
Barbour,54,001,2012,175.90408,64384.00025,46993.52
Barbour,54,001,2013,176.68135,57500.43018,46993.52
Barbour,54,001,2014,411.539,116692.70303,46993.52
Barbour,54,001,2015,193.42274,75048.94892,46993.52
Barbour,54,001,2016,166.09841,63100.69678,46993.52
Barbour,54,001,2017,291.83813,117679.10134,46993.52
Barbour,54,001,2018,293.69165,120641.37264,46993.52
Barbour,54,001,2019,438.26542,182754.01084,46993.52
Barbour,54,001,2020,308.75888,131129.77106,46993.52
Butler,42,019,2010,131.30444,46890.28022,73963.89
Butler,42,019,2011,195.42986,74136.7689,73963.89
Butler,42,019,2012,250.74684,92505.78419,73963.89
Butler,42,019,2013,139.58436,40724.56786,73963.89
Butler,42,019,2014,271.06497,90983.64246,73963.89
Butler,42,019,2015,245.16817,85405.05565,73963.89
Butler,42,019,2016,172.17559,50920.05129,73963.89
Butler,42,019,2017,419.10543,147496.69886,73963.89
Butler,42,019,2018,127.25256,39522.56423,73963.89
Butler,42,019,2019,211.931,74619.62203,73963.89
Butler,42,019,2020,210.9327,75075.54998,73963.89
Bullock,01,011,2010,4122.04947,1672525.17035,86261.68
Bullock,01,011,2011,4467.03996,1856582.48375,86261.68
Bullock,01,011,2012,4071.62223,1684801.89562,86261.68
Bullock,01,011,2013,3541.64445,1293330.45256,86261.68
Bullock,01,011,2014,4678.06057,1788843.92418,86261.68
Bullock,01,011,2015,4894.32718,1822824.38529,86261.68
Bullock,01,011,2016,5007.77206,1958779.00271,86261.68
Bullock,01,011,2017,5182.26735,2121563.36899,86261.68
Bullock,01,011,2018,4322.18461,1816971.49391,86261.68
Bullock,01,011,2019,4053.06449,1659012.72443,86261.68
Bullock,01,011,2020,3072.91378,1326611.67135,86261.68
Bibb,13,021,2010,670.8696500000001,249709.49555,40197.49
Bibb,13,021,2011,626.1708699999999,257175.68579,40197.49
Bibb,13,021,2012,537.80833,217549.49681,40197.49
Bibb,13,021,2013,665.62999,230428.0108,40197.49
Bibb,13,021,2014,1015.91049,364777.90929,40197.49
Bibb,13,021,2015,1100.974,404812.66092,40197.49
Bibb,13,021,2016,1219.0926,420248.66132,40197.49
Bibb,13,021,2017,1746.8744299999998,700792.4905699999,40197.49
Bibb,13,021,2018,964.09615,382185.0106,40197.49
Bibb,13,021,2019,807.29468,290701.31662,40197.49
Bibb,13,021,2020,750.82287,277917.23812999995,40197.49
Calhoun,54,013,2010,72.59218,29512.88964,40414.05
Calhoun,54,013,2011,118.91505,49092.84592,40414.05
Calhoun,54,013,2012,135.04304000000002,50453.46265,40414.05
Calhoun,54,013,2013,88.3963,26060.9315,40414.05
Calhoun,54,013,2014,85.86421,23035.48876,40414.05
Calhoun,54,013,2015,116.50956,44227.98939,40414.05
Calhoun,54,013,2016,124.62689,49233.67795,40414.05
Calhoun,54,013,2017,135.96125,53381.99762,40414.05
Calhoun,54,013,2018,133.1002,43884.11174,40414.05
Calhoun,54,013,2019,50.84097,22168.3763,40414.05
Calhoun,54,013,2020,94.09027,27996.45194,40414.05
Baldwin,13,009,2010,868.68271,344241.73591,34648.72
Baldwin,13,009,2011,723.20149,307403.07613,34648.72
Baldwin,13,009,2012,2290.18116,994656.25746,34648.72
Baldwin,13,009,2013,1554.3657,578165.3699,34648.72
Baldwin,13,009,2014,1559.02317,586968.09115,34648.72
Baldwin,13,009,2015,2340.37833,892902.65254,34648.72
Baldwin,13,009,2016,2411.01662,946243.38435,34648.72
Baldwin,13,009,2017,2271.4866,854127.20193,34648.72
Baldwin,13,009,2018,1802.89343,682129.37337,34648.72
Baldwin,13,009,2019,1671.06118,734290.06536,34648.72
Baldwin,13,009,2020,1490.90768,677468.21925,34648.72
Cleburne,05,023,2010,1484.15257,505698.36079,54223.42
Cleburne,05,023,2011,876.50812,283344.26305,54223.42
Cleburne,05,023,2012,1252.22625,378826.41481,54223.42
Cleburne,05,023,2013,1303.29778,408697.17242,54223.42
Cleburne,05,023,2014,993.5392,273602.35568,54223.42
Cleburne,05,023,2015,783.22248,244534.86879,54223.42
Cleburne,05,023,2016,1216.23118,375139.67114,54223.42
Cleburne,05,023,2017,1091.85033,380132.71118,54223.42
Cleburne,05,023,2018,822.42129,268322.65992,54223.42
Cleburne,05,023,2019,849.24484,223172.27221,54223.42
Cleburne,05,023,2020,716.44629,232358.39714,54223.42
Chambers,48,071,2010,219.86263,57704.3533,92447.71
Chambers,48,071,2011,508.86529,154020.36022,92447.71
Chambers,48,071,2012,259.34239,77835.53279000001,92447.71
Chambers,48,071,2013,342.80814,68910.00756000001,92447.71
Chambers,48,071,2014,262.90701,54578.50861999999,92447.71
Chambers,48,071,2015,410.46853,94070.80189,92447.71
Chambers,48,071,2016,539.60167,123250.69972,92447.71
Chambers,48,071,2017,517.20514,120608.63597,92447.71
Chambers,48,071,2018,340.31964,92554.08995,92447.71
Chambers,48,071,2019,316.30895000000004,64553.03801,92447.71
Chambers,48,071,2020,476.71652,98534.31857,92447.71
Blount,47,009,2010,369.05936,148666.44587,74049.63
Blount,47,009,2011,697.03533,277857.18206,74049.63
Blount,47,009,2012,180.79197,73039.49255,74049.63
Blount,47,009,2013,115.77471,40225.22461,74049.63
Blount,47,009,2014,144.67126000000002,44365.55992,74049.63
Blount,47,009,2015,126.51669,45123.81237,74049.63
Blount,47,009,2016,407.94407,137818.73291,74049.63
Blount,47,009,2017,581.51191,176891.94139,74049.63
Blount,47,009,2018,230.54432,80968.1607,74049.63
Blount,47,009,2019,177.71386,56045.63022,74049.63
Blount,47,009,2020,181.10607,58759.74246,74049.63
Clay,54,015,2010,346.72791,147387.93747,60010.51
Clay,54,015,2011,300.98417,130553.49185,60010.51
Clay,54,015,2012,291.37311,108994.85245,60010.51
Clay,54,015,2013,283.95192,101896.23462,60010.51
Clay,54,015,2014,503.60709,157259.99891000002,60010.51
Clay,54,015,2015,314.54913,132225.05968,60010.51
Clay,54,015,2016,534.26514,222941.43365,60010.51
Clay,54,015,2017,638.40518,270967.09508,60010.51
Clay,54,015,2018,358.83298,159369.3124,60010.51
Clay,54,015,2019,347.9445,151132.23207,60010.51
Clay,54,015,2020,306.6413,132135.17642,60010.51
Coffee,47,031,2010,233.8737,81933.18101,56687.72
Coffee,47,031,2011,224.51372,81204.96466,56687.72
Coffee,47,031,2012,236.63772,82867.91907999999,56687.72
Coffee,47,031,2013,132.296,37898.45078,56687.72
Coffee,47,031,2014,158.80545,50424.90707,56687.72
Coffee,47,031,2015,270.62259,91546.51543,56687.72
Coffee,47,031,2016,532.45057,140832.71521,56687.72
Coffee,47,031,2017,375.9694,118534.71377,56687.72
Coffee,47,031,2018,333.56684,99461.01251,56687.72
Coffee,47,031,2019,385.64347,119605.90783,56687.72
Coffee,47,031,2020,240.09274,74436.4487,56687.72
Cherokee,48,073,2010,6289.568130000001,2677812.56374,146833.44
Cherokee,48,073,2011,5589.554169999999,2427012.0598,146833.44
Cherokee,48,073,2012,7510.77283,3321596.69522,146833.44
Cherokee,48,073,2013,6567.99992,2543566.4801,146833.44
Cherokee,48,073,2014,7213.98003,2687258.46773,146833.44
Cherokee,48,073,2015,5532.635,1978683.98891,146833.44
Cherokee,48,073,2016,6645.3785100000005,2513292.66482,146833.44
Cherokee,48,073,2017,5772.967659999999,2278648.23309,146833.44
Cherokee,48,073,2018,5589.81647,2339394.57855,146833.44
Cherokee,48,073,2019,8825.29087,3895775.37135,146833.44
Cherokee,48,073,2020,5120.10217,2214256.58583,146833.44
Colbert,01,033,2010,1481.7162099999998,547927.35038,82373.22
Colbert,01,033,2011,1050.7712,383613.25685,82373.22
Colbert,01,033,2012,1720.14523,610139.15318,82373.22
Colbert,01,033,2013,1335.3683600000002,408313.89998,82373.22
Colbert,01,033,2014,1955.00325,470213.02665,82373.22
Colbert,01,033,2015,2343.8612900000003,519619.36255,82373.22
Colbert,01,033,2016,2672.13961,576705.61125,82373.22
Colbert,01,033,2017,2789.15413,745854.74361,82373.22
Colbert,01,033,2018,1509.90171,471782.38941,82373.22
Colbert,01,033,2019,1196.99151,404019.72065,82373.22
Colbert,01,033,2020,682.4465,198729.02012,82373.22
Choctaw,40,023,2010,439.17109,129659.75813,82381.73
Choctaw,40,023,2011,777.84362,211093.28811,82381.73
Choctaw,40,023,2012,750.35955,198756.08001,82381.73
Choctaw,40,023,2013,657.832,161333.27921,82381.73
Choctaw,40,023,2014,1591.14231,384593.3821,82381.73
Choctaw,40,023,2015,764.96246,141193.52884,82381.73
Choctaw,40,023,2016,739.83781,182355.8919,82381.73
Choctaw,40,023,2017,758.01173,175110.26969,82381.73
Choctaw,40,023,2018,892.94509,225991.03436,82381.73
Choctaw,40,023,2019,1569.52492,412955.14191,82381.73
Choctaw,40,023,2020,616.19141,150827.00481,82381.73
Clarke,51,043,2010,30.55302,10172.24718,29090.94
Clarke,51,043,2011,22.00296,7632.91089,29090.94
Clarke,51,043,2012,29.417,11463.26263,29090.94
Clarke,51,043,2013,25.94914,7478.12398,29090.94
Clarke,51,043,2014,23.49772,5155.97759,29090.94
Clarke,51,043,2015,79.8803,22976.48253,29090.94
Clarke,51,043,2016,87.71287,26540.71449,29090.94
Clarke,51,043,2017,96.5021,26625.79593,29090.94
Clarke,51,043,2018,69.71589,20624.06679,29090.94
Clarke,51,043,2019,50.88184,15648.39169,29090.94
Clarke,51,043,2020,60.98646,13323.21453,29090.94
Conecuh,01,035,2010,7929.00338,3178713.2766,151812.61
Conecuh,01,035,2011,7103.439219999999,2895270.14101,151812.61
Conecuh,01,035,2012,9197.42503,3829517.71516,151812.61
Conecuh,01,035,2013,7878.5034,2736188.17449,151812.61
Conecuh,01,035,2014,8738.209710000001,3405048.48096,151812.61
Conecuh,01,035,2015,8661.3884,3287280.75574,151812.61
Conecuh,01,035,2016,12592.89156,5009944.16976,151812.61
Conecuh,01,035,2017,10363.72717,4126982.05313,151812.61
Conecuh,01,035,2018,9833.13147,3966293.94425,151812.61
Conecuh,01,035,2019,9312.52679,3905348.54494,151812.61
Conecuh,01,035,2020,9379.90388,3948889.46869,151812.61
Coosa,01,037,2010,2497.63261,1034416.62862,62640.32
Coosa,01,037,2011,1237.5931,484419.8204,62640.32
Coosa,01,037,2012,2307.71136,985389.94523,62640.32
Coosa,01,037,2013,2771.97049,986915.40101,62640.32
Coosa,01,037,2014,3815.24361,1287125.08123,62640.32
Coosa,01,037,2015,3207.63792,1215621.26365,62640.32
Coosa,01,037,2016,4811.03643,1731562.9114100002,62640.32
Coosa,01,037,2017,3678.62451,1481472.77081,62640.32
Coosa,01,037,2018,3423.75745,1431390.72696,62640.32
Coosa,01,037,2019,2474.99213,1144503.545,62640.32
Coosa,01,037,2020,3591.16759,1551547.15009,62640.32
Chilton,01,021,2010,4200.51982,1696403.58618,91129.23
Chilton,01,021,2011,2477.51493,999327.25813,91129.23
Chilton,01,021,2012,3436.69486,1394255.70326,91129.23
Chilton,01,021,2013,4579.65076,1663960.59541,91129.23
Chilton,01,021,2014,4439.79731,1487674.56615,91129.23
Chilton,01,021,2015,3994.87962,1498953.82259,91129.23
Chilton,01,021,2016,5521.10644,2010876.90581,91129.23
Chilton,01,021,2017,5907.28827,2287707.2144,91129.23
Chilton,01,021,2018,4997.07645,2088997.76127,91129.23
Chilton,01,021,2019,3802.88838,1452214.66575,91129.23
Chilton,01,021,2020,4324.13682,1879809.6226,91129.23
Covington,51,580,2010,0.36498,135.0621,902.2
Covington,51,580,2011,3.89309,1509.92686,902.2
Covington,51,580,2012,2.18986,622.95882,902.2
Covington,51,580,2013,1.58157,698.6231,902.2
Covington,51,580,2014,0.97327,150.49707999999998,902.2
Covington,51,580,2015,8.94193,4040.60999,902.2
Covington,51,580,2016,24.39261,10445.31141,902.2
Covington,51,580,2017,1.88572,578.64763,902.2
Covington,51,580,2019,18.91796,5395.16489,902.2
Covington,51,580,2020,0.72995,304.20449,902.2
Crenshaw,01,041,2010,4001.1946,1642017.7086,76132.93
Crenshaw,01,041,2011,3055.53638,1268358.52,76132.93
Crenshaw,01,041,2012,4479.43365,1904831.9902,76132.93
Crenshaw,01,041,2013,4932.62302,1825868.78068,76132.93
Crenshaw,01,041,2014,5127.57773,2010846.56024,76132.93
Crenshaw,01,041,2015,3959.81672,1537418.61559,76132.93
Crenshaw,01,041,2016,6605.50886,2511014.91732,76132.93
Crenshaw,01,041,2017,5036.95298,1984857.42837,76132.93
Crenshaw,01,041,2018,4589.99323,1860324.94238,76132.93
Crenshaw,01,041,2019,4454.51512,1750029.4165500002,76132.93
Crenshaw,01,041,2020,4361.136210000001,1762704.91434,76132.93
Autauga,01,001,2010,2639.49431,1045107.2053,70069.61
Autauga,01,001,2011,1479.47219,610478.31114,70069.61
Autauga,01,001,2012,1987.88891,870688.3622999999,70069.61
Autauga,01,001,2013,2503.8559800000003,956934.95615,70069.61
Autauga,01,001,2014,2698.52686,1048321.70692,70069.61
Autauga,01,001,2015,2782.86239,1028866.78243,70069.61
Autauga,01,001,2016,3562.38778,1308341.10393,70069.61
Autauga,01,001,2017,3841.99231,1477651.56074,70069.61
Autauga,01,001,2018,3225.70245,1261431.43342,70069.61
Autauga,01,001,2019,2925.24585,1081715.42162,70069.61
Autauga,01,001,2020,2688.02161,1089140.41657,70069.61
Cullman,01,043,2010,1753.68727,649949.33868,107439.27
Cullman,01,043,2011,2505.32219,944246.38512,107439.27
Cullman,01,043,2012,1468.19736,542765.79212,107439.27
Cullman,01,043,2013,1648.53363,543177.97888,107439.27
Cullman,01,043,2014,1663.3916,570649.58372,107439.27
Cullman,01,043,2015,1756.11046,553302.64826,107439.27
Cullman,01,043,2016,2321.47868,628649.70641,107439.27
Cullman,01,043,2017,3755.43256,1160518.33514,107439.27
Cullman,01,043,2018,1816.81772,531603.5915,107439.27
Cullman,01,043,2019,2055.11921,581693.17358,107439.27
Cullman,01,043,2020,1411.44373,459277.84891,107439.27
Dale,01,045,2010,1405.78626,518591.61388,55541.33
Dale,01,045,2011,1534.62924,601853.3916300001,55541.33
Dale,01,045,2012,1645.43764,602230.83967,55541.33
Dale,01,045,2013,1698.95508,572439.33386,55541.33
Dale,01,045,2014,1821.64594,580852.28266,55541.33
Dale,01,045,2015,2379.5544,805101.09341,55541.33
Dale,01,045,2016,2058.14944,665732.8449700001,55541.33
Dale,01,045,2017,1836.66438,597808.4797299999,55541.33
Dale,01,045,2018,1591.06703,537918.74235,55541.33
Dale,01,045,2019,1101.67526,351804.64486,55541.33
Dale,01,045,2020,1158.15718,410565.0848200001,55541.33
Dallas,48,113,2010,61.32335,12243.93172,79297.0
Dallas,48,113,2011,55.0487,12940.10712,79297.0
Dallas,48,113,2012,191.6678,37318.43273,79297.0
Dallas,48,113,2013,123.81106,10395.75724,79297.0
Dallas,48,113,2014,233.52034,27253.39521,79297.0
Dallas,48,113,2015,135.32536,17786.61527,79297.0
Dallas,48,113,2016,218.90106,18877.51193,79297.0
Dallas,48,113,2017,188.75688,17618.43568,79297.0
Dallas,48,113,2018,152.40275,16894.43994,79297.0
Dallas,48,113,2019,174.91385,17809.04624,79297.0
Dallas,48,113,2020,183.77598,17045.24753,79297.0
DeKalb,47,041,2010,95.8612,35536.40524,43581.46
DeKalb,47,041,2011,148.37757,57615.18264,43581.46
DeKalb,47,041,2012,135.62539,48888.42812,43581.46
DeKalb,47,041,2013,75.31952,24139.63513,43581.46
DeKalb,47,041,2014,61.87633,20612.8215,43581.46
DeKalb,47,041,2015,138.13813,50862.09595,43581.46
DeKalb,47,041,2016,223.19453,66265.14078,43581.46
DeKalb,47,041,2017,192.22496,58793.70609,43581.46
DeKalb,47,041,2018,151.45568,50290.63718,43581.46
DeKalb,47,041,2019,116.65417,34084.87885,43581.46
DeKalb,47,041,2020,111.81713,40045.54141,43581.46
Elmore,16,039,2010,791.34749,245723.79103,509572.34
Elmore,16,039,2011,771.4793,292313.96368000004,509572.34
Elmore,16,039,2012,5471.98186,1120267.73761,509572.34
Elmore,16,039,2013,9970.70222,1967616.3707,509572.34
Elmore,16,039,2014,13546.37438,2647453.59122,509572.34
Elmore,16,039,2015,830.89311,304082.9606,509572.34
Elmore,16,039,2016,15185.05778,2588544.8809700003,509572.34
Elmore,16,039,2017,10673.20078,1931967.02357,509572.34
Elmore,16,039,2018,553.88659,159752.00715,509572.34
Elmore,16,039,2019,1353.87243,426310.69232,509572.34
Elmore,16,039,2020,520.28074,162155.33366,509572.34
Fayette,54,019,2010,929.77829,364414.19042,89945.81
Fayette,54,019,2011,940.11929,370820.55492,89945.81
Fayette,54,019,2012,1002.83447,391224.76247,89945.81
Fayette,54,019,2013,898.51194,326340.45685,89945.81
Fayette,54,019,2014,1547.92725,545291.28283,89945.81
Fayette,54,019,2015,1269.20667,510173.90157,89945.81
Fayette,54,019,2016,2035.71868,814479.5396499999,89945.81
Fayette,54,019,2017,1736.43775,687291.9343,89945.81
Fayette,54,019,2018,1462.27938,603295.24795,89945.81
Fayette,54,019,2019,1515.68764,644350.64082,89945.81
Fayette,54,019,2020,1217.62329,512417.07014,89945.81
Etowah,01,055,2010,1610.01768,606835.66379,76617.04
Etowah,01,055,2011,1946.84092,725954.13551,76617.04
Etowah,01,055,2012,1899.14237,649208.29541,76617.04
Etowah,01,055,2013,2048.04095,686926.1812100001,76617.04
Etowah,01,055,2014,2007.16557,674530.83617,76617.04
Etowah,01,055,2015,1839.90178,555490.17726,76617.04
Etowah,01,055,2016,2592.04684,727963.37883,76617.04
Etowah,01,055,2017,2941.5599500000003,956616.62099,76617.04
Etowah,01,055,2018,1666.00609,564152.2196,76617.04
Etowah,01,055,2019,1434.52779,456973.41168,76617.04
Etowah,01,055,2020,1402.38866,525822.88612,76617.04
Geneva,01,061,2010,1132.06404,0.0,51045.95
Geneva,01,061,2011,1035.0072,0.0,51045.95
Geneva,01,061,2012,1153.32221,0.0,51045.95
Geneva,01,061,2013,1321.79321,0.0,51045.95
Geneva,01,061,2014,2079.64701,0.0,51045.95
Geneva,01,061,2015,1330.82794,0.0,51045.95
Geneva,01,061,2016,1322.65683,0.0,51045.95
Geneva,01,061,2017,1507.93507,0.0,51045.95
Geneva,01,061,2018,1170.12945,0.0,51045.95
Geneva,01,061,2019,761.10895,0.0,51045.95
Geneva,01,061,2020,1261.87174,0.0,51045.95
Greene,51,079,2010,269.41368,0.0,34820.77
Greene,51,079,2011,112.71699,0.0,34820.77
Greene,51,079,2012,93.19073,0.0,34820.77
Greene,51,079,2013,110.04049,0.0,34820.77
Greene,51,079,2014,136.19716,0.0,34820.77
Greene,51,079,2015,103.10593,0.0,34820.77
Greene,51,079,2016,420.45322,0.0,34820.77
Greene,51,079,2017,201.83215,0.0,34820.77
Greene,51,079,2018,64.66172,0.0,34820.77
Greene,51,079,2019,177.92617,0.0,34820.77
Greene,51,079,2020,106.69487,0.0,34820.77
Franklin,53,021,2010,170.56790999999998,33368.85525,192715.63
Franklin,53,021,2011,511.21207,234624.92051,192715.63
Franklin,53,021,2012,252.82887,72116.73004,192715.63
Franklin,53,021,2013,158.4374,9864.32861,192715.63
Franklin,53,021,2014,359.89708,36070.21514,192715.63
Franklin,53,021,2015,355.92481000000004,43042.80658,192715.63
Franklin,53,021,2016,652.4474,66032.74713999999,192715.63
Franklin,53,021,2017,379.53251,42226.95533,192715.63
Franklin,53,021,2018,259.05332,33787.45355,192715.63
Franklin,53,021,2019,268.994,40517.63494,192715.63
Franklin,53,021,2020,276.62170000000003,37205.07493,192715.63
Hale,48,189,2010,0.70145,0.0,86672.7
Hale,48,189,2011,0.12754,0.0,86672.7
Hale,48,189,2012,0.44638,0.0,86672.7
Hale,48,189,2013,0.06377,0.0,86672.7
Hale,48,189,2014,0.57391,0.0,86672.7
Hale,48,189,2016,0.12754,0.0,86672.7
Lee,51,105,2010,0.0,417031.34788,88116.71
Lee,51,105,2011,0.0,163854.95823,88116.71
Lee,51,105,2012,0.0,329156.57219,88116.71
Lee,51,105,2013,0.0,183235.18194,88116.71
Lee,51,105,2014,0.0,299546.76747,88116.71
Lee,51,105,2015,0.0,348712.68344,88116.71
Lee,51,105,2016,0.0,620410.16267,88116.71
Lee,51,105,2017,0.0,662854.45698,88116.71
Lee,51,105,2018,0.0,492955.46885,88116.71
Lee,51,105,2019,0.0,526316.60874,88116.71
Lee,51,105,2020,0.0,409634.63202,88116.71
Lauderdale,47,097,2010,156.22989,60141.16416,84224.96
Lauderdale,47,097,2011,66.02236,22386.36747,84224.96
Lauderdale,47,097,2012,164.83604,48095.40553,84224.96
Lauderdale,47,097,2013,361.08139,53107.12251,84224.96
Lauderdale,47,097,2014,240.21838,64065.91371,84224.96
Lauderdale,47,097,2015,197.37608,71052.62326,84224.96
Lauderdale,47,097,2016,144.92254,37031.2545,84224.96
Lauderdale,47,097,2017,339.91152,133047.84979,84224.96
Lauderdale,47,097,2018,78.46045,27276.19726,84224.96
Lauderdale,47,097,2019,187.07383,57582.33683,84224.96
Lauderdale,47,097,2020,55.15474,16797.33437,84224.96
Limestone,48,293,2010,0.0,99597.17852,143209.0
Limestone,48,293,2011,0.0,120157.93251,143209.0
Limestone,48,293,2012,0.0,209653.04389,143209.0
Limestone,48,293,2013,0.0,65812.33604000001,143209.0
Limestone,48,293,2014,0.0,100605.31894,143209.0
Limestone,48,293,2015,0.0,34475.66127,143209.0
Limestone,48,293,2016,0.0,71754.50134,143209.0
Limestone,48,293,2017,0.0,54284.39846,143209.0
Limestone,48,293,2018,0.0,63239.45941,143209.0
Limestone,48,293,2019,0.0,98406.13543,143209.0
Limestone,48,293,2020,0.0,90771.76227,143209.0
Macon,47,111,2010,163.37843,0.0,32881.58
Macon,47,111,2011,103.88939,0.0,32881.58
Macon,47,111,2012,82.36945,0.0,32881.58
Macon,47,111,2013,82.30761,0.0,32881.58
Macon,47,111,2014,116.00982,0.0,32881.58
Macon,47,111,2015,123.43049,0.0,32881.58
Macon,47,111,2016,147.42399,0.0,32881.58
Macon,47,111,2017,187.55745,0.0,32881.58
Macon,47,111,2018,101.91054,0.0,32881.58
Macon,47,111,2019,91.08873,0.0,32881.58
Macon,47,111,2020,78.84463,0.0,32881.58
Lowndes,28,087,2010,927.03045,0.0,65701.24
Lowndes,28,087,2011,798.75599,0.0,65701.24
Lowndes,28,087,2012,1326.60251,0.0,65701.24
Lowndes,28,087,2013,999.8681,0.0,65701.24
Lowndes,28,087,2014,1436.63522,0.0,65701.24
Lowndes,28,087,2015,1756.38343,0.0,65701.24
Lowndes,28,087,2016,1972.82638,0.0,65701.24
Lowndes,28,087,2017,1832.39074,0.0,65701.24
Lowndes,28,087,2018,1289.79556,0.0,65701.24
Lowndes,28,087,2019,1204.60269,0.0,65701.24
Lowndes,28,087,2020,856.13342,0.0,65701.24
Madison,51,113,2010,209.55749,0.0,46829.75
Madison,51,113,2011,210.65242,0.0,46829.75
Madison,51,113,2012,105.90409,0.0,46829.75
Madison,51,113,2013,151.03955,0.0,46829.75
Madison,51,113,2014,97.02299,0.0,46829.75
Madison,51,113,2015,198.60818,0.0,46829.75
Madison,51,113,2016,148.60637,0.0,46829.75
Madison,51,113,2017,276.8957,0.0,46829.75
Madison,51,113,2018,128.59348,0.0,46829.75
Madison,51,113,2019,180.78515,0.0,46829.75
Madison,51,113,2020,150.30959,0.0,46829.75
Marengo,01,091,2010,6163.620260000001,0.0,123828.91
Marengo,01,091,2011,6202.17396,0.0,123828.91
Marengo,01,091,2012,6998.063950000001,0.0,123828.91
Marengo,01,091,2013,5907.524619999999,0.0,123828.91
Marengo,01,091,2014,8399.08542,0.0,123828.91
Marengo,01,091,2015,6369.2614300000005,0.0,123828.91
Marengo,01,091,2016,7196.439549999999,0.0,123828.91
Marengo,01,091,2017,6562.33128,0.0,123828.91
Marengo,01,091,2018,5799.797,0.0,123828.91
Marengo,01,091,2019,5863.99883,0.0,123828.91
Marengo,01,091,2020,4925.805310000001,0.0,123828.91
Escambia,12,033,2010,3560.21218,1187803.397,219139.41
Escambia,12,033,2011,4299.79724,1567884.28622,219139.41
Escambia,12,033,2012,5459.56333,1871240.82139,219139.41
Escambia,12,033,2013,4185.06955,1268982.05278,219139.41
Escambia,12,033,2014,5742.4963,1694955.13313,219139.41
Escambia,12,033,2015,6261.52783,1795277.22308,219139.41
Escambia,12,033,2016,5723.82896,1547668.00592,219139.41
Escambia,12,033,2017,6835.56488,2030870.73527,219139.41
Escambia,12,033,2018,5328.62629,1568458.04072,219139.41
Escambia,12,033,2019,4356.39712,1202056.39548,219139.41
Escambia,12,033,2020,5095.58358,1543817.10299,219139.41
Marion,54,049,2010,215.66486,0.0,44926.68
Marion,54,049,2011,126.87574,0.0,44926.68
Marion,54,049,2012,300.62735999999995,0.0,44926.68
Marion,54,049,2013,99.91017,0.0,44926.68
Marion,54,049,2014,240.83671,0.0,44926.68
Marion,54,049,2015,236.95032,0.0,44926.68
Marion,54,049,2016,289.26714,0.0,44926.68
Marion,54,049,2017,326.15796,0.0,44926.68
Marion,54,049,2018,171.24041,0.0,44926.68
Marion,54,049,2019,247.05494,0.0,44926.68
Marion,54,049,2020,224.27471,0.0,44926.68
Montgomery,51,121,2010,0.0,117225.87528,54987.77
Montgomery,51,121,2011,0.0,106929.71125,54987.77
Montgomery,51,121,2012,0.0,113415.39804,54987.77
Montgomery,51,121,2013,0.0,79086.24471,54987.77
Montgomery,51,121,2014,0.0,109669.64927,54987.77
Montgomery,51,121,2015,0.0,139456.12928,54987.77
Montgomery,51,121,2016,0.0,157841.84652,54987.77
Montgomery,51,121,2017,0.0,122371.69342,54987.77
Montgomery,51,121,2018,0.0,133797.31553,54987.77
Montgomery,51,121,2019,0.0,83948.0445,54987.77
Montgomery,51,121,2020,0.0,95090.07886,54987.77
Pike,42,103,2010,93.06404,0.0,106705.31
Pike,42,103,2011,98.30054,0.0,106705.31
Pike,42,103,2012,244.89074,0.0,106705.31
Pike,42,103,2013,261.39659,0.0,106705.31
Pike,42,103,2014,287.68125999999995,0.0,106705.31
Pike,42,103,2015,175.09681,0.0,106705.31
Pike,42,103,2016,267.1162,0.0,106705.31
Pike,42,103,2017,282.88804,0.0,106705.31
Pike,42,103,2018,574.8235099999999,0.0,106705.31
Pike,42,103,2019,188.58177,0.0,106705.31
Pike,42,103,2020,232.02885,0.0,106705.31
Perry,47,135,2010,2302.17656,0.0,54508.9
Perry,47,135,2011,843.08862,0.0,54508.9
Perry,47,135,2012,1034.81103,0.0,54508.9
Perry,47,135,2013,1212.39925,0.0,54508.9
Perry,47,135,2014,737.42771,0.0,54508.9
Perry,47,135,2015,1147.82171,0.0,54508.9
Perry,47,135,2016,1424.22361,0.0,54508.9
Perry,47,135,2017,1239.28561,0.0,54508.9
Perry,47,135,2018,1141.79112,0.0,54508.9
Perry,47,135,2019,1173.57734,0.0,54508.9
Perry,47,135,2020,1377.86347,0.0,54508.9
Morgan,54,065,2010,237.42865,85148.02653,42660.36
Morgan,54,065,2011,286.51677,104458.82378,42660.36
Morgan,54,065,2012,142.66048,52569.32411,42660.36
Morgan,54,065,2013,156.65149,59209.22848,42660.36
Morgan,54,065,2014,150.67242,54192.74593,42660.36
Morgan,54,065,2015,314.19983,118639.69572,42660.36
Morgan,54,065,2016,175.48554,66525.61192,42660.36
Morgan,54,065,2017,249.62594,94358.45032,42660.36
Morgan,54,065,2018,131.53942,53660.81826,42660.36
Morgan,54,065,2019,180.02963,68855.36935,42660.36
Morgan,54,065,2020,189.35697,74754.13737,42660.36
Pickens,45,077,2010,961.60534,373740.24195,74390.69
Pickens,45,077,2011,420.70692,163090.04068,74390.69
Pickens,45,077,2012,797.1437300000001,318398.5514,74390.69
